file,code_column,row_count,unique_codes,duplicate_code_rows,loaded_symbols,referenced_symbols,usage,version_url,downloaded_at,file_sha256
bristol-multimorbidity_epilepsy.csv,code,354,354,0,epilepsy_snomed_codes,,loaded_not_referenced,https://www.opencodelists.org/codelist/bristol/multimorbidity_epilepsy/78ba0a45/,2026-02-25 18:52:36.162249Z,a2079a153273303c2b674d725996a56862df3f0ff422aca0442c564723ce7590
bristol-multimorbidity_hearing-loss.csv,code,515,515,0,,,not_loaded,https://www.opencodelists.org/codelist/bristol/multimorbidity_hearing-loss/6c165b67/,2026-02-25 18:52:36.680641Z,43e0895e037af02b7e4b9e837f8606fc9badf5c8499e43f1e8661802dc2468ae
bristol-multimorbidity_heart-failure.csv,code,321,321,0,heart_failure_snomed_codes,heart_failure_snomed_codes,referenced,https://www.opencodelists.org/codelist/bristol/multimorbidity_heart-failure/4c00a3c7/,2026-02-25 18:52:36.224127Z,b849f0081cc74c12d142c2411dc23b2da16c248d1d53b4ed8b7cb23d34b047b7
bristol-multimorbidity_irritable-bowel-syndrome.csv,code,15,15,0,,,not_loaded,https://www.opencodelists.org/codelist/bristol/multimorbidity_irritable-bowel-syndrome/32f13092/,2026-02-25 18:52:36.286485Z,61acd2da39eef1930bf4bfd11b4074504b58d556d8a855bd7e8ae0dfeefd1f8e
bristol-multimorbidity_psychosisbipolar-disorder.csv,code,226,226,0,psychosis_snomed_codes,,loaded_not_referenced,https://www.opencodelists.org/codelist/bristol/multimorbidity_psychosisbipolar-disorder/19e1bd5d/,2026-02-25 18:52:36.351992Z,d1d16332d7daf4dfb9791b16a289fc5b51b1a426837e404ef208c3290b833bb3
bristol-multimorbidity_stroketransient-ischemic-attack.csv,code,275,275,0,stroke_tia_snomed_codes,stroke_tia_snomed_codes,referenced,https://www.opencodelists.org/codelist/bristol/multimorbidity_stroketransient-ischemic-attack/39012916/,2026-02-25 18:52:36.556831Z,36220069dd01b818ff01ed35d77d4580fd7a60131fc9f92d1c6c99d69c26721d
nhsd-primary-care-domain-refsets-ast_cod.csv,code,142,142,0,,,not_loaded,https://www.opencodelists.org/codelist/nhsd-primary-care-domain-refsets/ast_cod/20250627/,2026-02-25 18:52:35.630856Z,c34e086345fb38efe21067faec9c7c82f351ed2732e513ed4c1c21b9d842d535
nhsd-primary-care-domain-refsets-hyp_cod.csv,code,117,117,0,hypertension_snomed_codes,hypertension_snomed_codes,referenced,https://www.opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hyp_cod/20250627/,2026-02-25 18:52:35.575398Z,7a25399158b7d5ca42099e4c7572344a847f606b628b57b02651439c8b127a1c
nhsd-primary-care-domain-refsets-mi_cod.csv,code,154,154,0,mi_snomed_codes,mi_snomed_codes,referenced,https://www.opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mi_cod/20250912/,2026-02-25 19:36:42.062164Z,d756acc33d4ae6ea584f8c14fa9928128fb976b8d1fd67a9adffef891f5fea10
nhsd-primary-care-domain-refsets-strk_cod.csv,code,266,266,0,stroke_snomed_codes,stroke_snomed_codes,referenced,https://www.opencodelists.org/codelist/nhsd-primary-care-domain-refsets/strk_cod/20250912/,2026-02-25 20:15:11.361845Z,d5fb1337966f5fcd35d7ddb0e2b69cb12e08b4e4b1de2916c14fa287a5212d41
opensafely-cardiovascular-secondary-care.csv,icd,446,446,0,cvd_icd10_codes,,loaded_not_referenced,https://www.opencodelists.org/codelist/opensafely/cardiovascular-secondary-care/20b63bd4/,2026-02-25 20:15:11.463587Z,4e29f2a4b3b9b780a3c36212d38ee5d37483599268ec599dde88d6a59d72eef4
opensafely-ethnicity-snomed-0removed.csv,code,599,599,0,ethnicity6_codes;ethnicity16_codes,ethnicity6_codes,referenced,https://www.opencodelists.org/codelist/opensafely/ethnicity-snomed-0removed/22911876/,2026-02-25 18:52:33.901176Z,8b34b91f752dacab8804aace74480aa378ae89d4980a9c4ae931ee568df198ed
opensafely-smoking-clear-snomed.csv,id,132,132,0,smoking_clear_codes,smoking_clear_codes,referenced,https://www.opencodelists.org/codelist/opensafely/smoking-clear-snomed/6bedfe70/,2026-02-25 20:40:43.223268Z,26c0342ac9e225d4d4f3561fdb35a590b4b5b1e9bb129e1cd8b4a86ae9847442
primis-covid19-vacc-uptake-bmi.csv,code,2,2,0,bmi_codes,bmi_codes,referenced,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/bmi/47614c03/,2026-02-25 21:08:36.420977Z,e7e31bc08a7e6b66b04afa06971d27f2eac157afccce670cb3d6ae7193728030
primis-covid19-vacc-uptake-bmi_stage.csv,code,15,15,0,bmi_stage_codes,,loaded_not_referenced,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/bmi_stage/5dbdff42/,2026-02-25 21:08:36.512788Z,6fb576502b06c3ba3589c775260957121cf97937cc3b228c095cd41352354344
primis-covid19-vacc-uptake-chd_cov.csv,code,4113,4113,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/chd_cov/5791cbc7/,2026-02-25 21:08:34.016570Z,9c3f8d8acb040edc73f734c4325ab10ede7e4512244b8eeaed680e0e3b640e9e
primis-covid19-vacc-uptake-ckd15.csv,code,81,81,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/ckd15/09b0b232/,2026-02-25 21:08:34.491678Z,de81733fd7a2b096ab2f8aa14a2835a10316797106af5086c26f8544c7379841
primis-covid19-vacc-uptake-ckd35.csv,code,54,54,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/ckd35/7980326d/,2026-02-25 21:08:34.606950Z,46b5abac2776b7583c3c02411e8cd06e42e4d4fe3f765fc6e0aabf45dcb3d4fb
primis-covid19-vacc-uptake-ckd_cov.csv,code,727,727,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/ckd_cov/0a7765c1/,2026-02-25 21:08:34.399344Z,b1b54baf81a38081be9b752417483a3e9b36d8dad1b39a570d837289911277d7
primis-covid19-vacc-uptake-cld.csv,code,378,378,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/cld/2386d8f6/,2026-02-25 21:08:34.716757Z,c3a656213e067982cc3e4edfeec427c3a71fd8eda0869bbbabfcf9bb2d4a94a8
primis-covid19-vacc-uptake-cns_cov.csv,code,3855,3855,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/cns_cov/41fbcc17/,2026-02-25 21:08:35.653493Z,dd4f308e77e873c33b08f7c3124716884e4c1404e4969e3fbac6e53a86735e19
primis-covid19-vacc-uptake-diab.csv,code,559,559,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/diab/4cc6cbef/,2026-02-25 21:08:34.847891Z,5b0d0b477f61f80ebb13d65ee8143b4feed75d2d2e1d14eab12d4d1df41cb199
primis-covid19-vacc-uptake-dmres.csv,code,1,1,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/dmres/17f5258f/,2026-02-25 21:08:34.936986Z,87ca7b1231bf9d0ef7091d8b94e467085f642097f32ac3021f5a0f69791d297c
primis-covid19-vacc-uptake-immdx_cov.csv,code,2110,2110,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/immdx_cov/044b3246/,2026-02-25 21:08:35.899315Z,fd7d4c0b3e0ff5dc097114ad76e9b503a1e3991bf06534eda524f2ccd18cd6b5
primis-covid19-vacc-uptake-immrx.csv,code,4594,4594,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/immrx/2572e55d/,2026-02-25 21:08:36.076738Z,41dcfb49cdf62f04363ae7678e2d46cdacb9e0c6f40504c11e0ef433f1667a12
primis-covid19-vacc-uptake-learndis.csv,code,574,574,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/learndis/54df0bd1/,2026-02-25 21:08:36.329405Z,89300707e77399f7a971370535723dbc574fe566efdcc53b53846d6812a7820e
primis-covid19-vacc-uptake-sev_mental.csv,code,305,305,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/sev_mental/63237f2e/,2026-02-25 21:08:35.042308Z,9eade0b7d20f3f4bde88f4e7ee0e750ba55393c778dc3885d7b75f2cfd1adc4d
primis-covid19-vacc-uptake-sev_obesity.csv,code,3,3,0,sev_obesity_codes,,loaded_not_referenced,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/sev_obesity/07c4a5cb/,2026-02-25 21:08:36.603626Z,d7af30cad0bab46be1ccc84c4b2ce2edb41792e55f98673f8b5b43ab1f382f92
primis-covid19-vacc-uptake-smhres.csv,code,36,36,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/smhres/70a13efc/,2026-02-25 21:08:35.139367Z,97154398a15265a214ceb68344ae92188c275ceeb91edb252ec2819050cd8ff6
primis-covid19-vacc-uptake-spln_cov.csv,code,99,99,0,,,not_loaded,https://www.opencodelists.org/codelist/primis-covid19-vacc-uptake/spln_cov/22c02567/,2026-02-25 21:08:36.190682Z,4ddeb016c6c6819f25772994c74664e16f87c8e700732a7f8123690b9c52a09d
user-BillyZhongUOM-hip-fracture-icd-10.csv,code,4,4,0,hip_fracture_icd10_codes,hip_fracture_icd10_codes,referenced,https://www.opencodelists.org/codelist/user/BillyZhongUOM/hip-fracture-icd-10/0ec29807/,2026-02-25 18:52:36.784557Z,1f5c049fbf4408fbc6635a11510dfc93f0073b883b5aa5d7204c7fee31aa37af
user-BillyZhongUOM-non_fatal_mi.csv,code,12,12,0,mi_icd10_codes,mi_icd10_codes,referenced,https://www.opencodelists.org/codelist/user/BillyZhongUOM/non_fatal_mi/7865e4c7/,2026-02-25 20:15:11.569505Z,7079735431461a5780428b3702a7dc81ed2602a37b3be5b6668038c1cd04d53b
user-BillyZhongUOM-non_fatal_stroke.csv,code,32,32,0,stroke_icd10_codes,stroke_icd10_codes,referenced,https://www.opencodelists.org/codelist/user/BillyZhongUOM/non_fatal_stroke/5f567192/,2026-02-25 20:15:11.678021Z,ea2d79a32ef1a5315b1aeacd57ab839c1708a2637cb6e7144c17f16fefc89312
